Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
ERR6160922,2021-07-03 09:04:02,2021-07-12 11:52:05,1154926,579772852,1154926,502,395,,https://sra-download.ncbi.nlm.nih.gov/traces/era5/ERR/ERR6160/ERR6160922,ERX5797374,unspecified,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2500,ERP130124,PRJEB45949,,742645,ERS7044596,SAMEA9310024,simple,562,Escherichia coli,SAMEA9310024,,,,,,,no,,,,,UNIVERSITY OF BRISTOL,ERA5096636,,public,2AE1354D5D0E2233BC9A68221384B85D,8F0DA36ECF27A095F12F6768CE066848
ERR6160923,2021-07-03 09:04:02,2021-07-12 11:52:41,1049457,526827414,1049457,502,360,,https://sra-download.ncbi.nlm.nih.gov/traces/era5/ERR/ERR6160/ERR6160923,ERX5797375,unspecified,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2500,ERP130124,PRJEB45949,,742645,ERS7044596,SAMEA9310024,simple,562,Escherichia coli,SAMEA9310024,,,,,,,no,,,,,UNIVERSITY OF BRISTOL,ERA5096636,,public,31564B536DC0577D38449F7DAC84CA31,E4D90D1C788EBE73F73E1D35752DFEFA
ERR6160924,2021-07-03 09:04:02,2021-07-12 11:57:11,3659520,1837079040,3659520,502,1230,,https://sra-download.ncbi.nlm.nih.gov/traces/era5/ERR/ERR6160/ERR6160924,ERX5797376,unspecified,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2500,ERP130124,PRJEB45949,,742645,ERS7044596,SAMEA9310024,simple,562,Escherichia coli,SAMEA9310024,,,,,,,no,,,,,UNIVERSITY OF BRISTOL,ERA5096636,,public,C4DE49EE00C3DBCE42BF34E133CFBDC6,0615BF615BFAA6192876205101526DFB
ERR6160925,2021-07-03 09:04:02,2021-07-12 11:53:42,2055624,1031923248,2055624,502,699,,https://sra-download.ncbi.nlm.nih.gov/traces/era5/ERR/ERR6160/ERR6160925,ERX5797377,unspecified,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2500,ERP130124,PRJEB45949,,742645,ERS7044596,SAMEA9310024,simple,562,Escherichia coli,SAMEA9310024,,,,,,,no,,,,,UNIVERSITY OF BRISTOL,ERA5096636,,public,520D9432CF759D70720EE61466E3F499,D11A7D0EDF69CF15F1551F8CFA30F89C
ERR6160926,2021-07-03 09:04:02,2021-07-12 11:52:26,880489,442005478,880489,502,305,,https://sra-download.ncbi.nlm.nih.gov/traces/era5/ERR/ERR6160/ERR6160926,ERX5797378,unspecified,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2500,ERP130124,PRJEB45949,,742645,ERS7044596,SAMEA9310024,simple,562,Escherichia coli,SAMEA9310024,,,,,,,no,,,,,UNIVERSITY OF BRISTOL,ERA5096636,,public,A5BD75AF2974D3536B7F663655A166C6,4E1CA9722F6CA405469056E7A62023F4
ERR6160927,2021-07-03 09:04:02,2021-07-12 11:52:15,830454,416887908,830454,502,287,,https://sra-download.ncbi.nlm.nih.gov/traces/era5/ERR/ERR6160/ERR6160927,ERX5797379,unspecified,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2500,ERP130124,PRJEB45949,,742645,ERS7044596,SAMEA9310024,simple,562,Escherichia coli,SAMEA9310024,,,,,,,no,,,,,UNIVERSITY OF BRISTOL,ERA5096636,,public,A1B42B5259881BA684D8CFC0C6128C64,6B969453C44447DBC47D1B6282E5B441
ERR6160928,2021-07-03 09:04:02,2021-07-12 11:53:47,1211330,608087660,1211330,502,413,,https://sra-download.ncbi.nlm.nih.gov/traces/era5/ERR/ERR6160/ERR6160928,ERX5797380,unspecified,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2500,ERP130124,PRJEB45949,,742645,ERS7044596,SAMEA9310024,simple,562,Escherichia coli,SAMEA9310024,,,,,,,no,,,,,UNIVERSITY OF BRISTOL,ERA5096636,,public,7D14C0690F8AC94B5CD6E46483089CC9,27EBE15821EDB9613B92BB0D8D1781CB
ERR6160929,2021-07-03 09:04:02,2021-07-12 11:52:48,1173152,588922304,1173152,502,407,,https://sra-download.ncbi.nlm.nih.gov/traces/era5/ERR/ERR6160/ERR6160929,ERX5797381,unspecified,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2500,ERP130124,PRJEB45949,,742645,ERS7044596,SAMEA9310024,simple,562,Escherichia coli,SAMEA9310024,,,,,,,no,,,,,UNIVERSITY OF BRISTOL,ERA5096636,,public,1EAB35BE77CD3F1FE1F236956A754B4C,7A5D15B882FA153144F07C34C88F12D5
ERR6160930,2021-07-03 09:04:03,2021-07-12 11:51:28,619703,311090906,619703,502,214,,https://sra-download.ncbi.nlm.nih.gov/traces/era5/ERR/ERR6160/ERR6160930,ERX5797382,unspecified,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2500,ERP130124,PRJEB45949,,742645,ERS7044596,SAMEA9310024,simple,562,Escherichia coli,SAMEA9310024,,,,,,,no,,,,,UNIVERSITY OF BRISTOL,ERA5096636,,public,AC412E6E8C9B4BFF7224094E2C62B735,2570DBA55BAC267CA16353DCB700FCA0
ERR6160931,2021-07-03 09:04:03,2021-07-12 11:54:54,2019780,1013929560,2019780,502,679,,https://sra-download.ncbi.nlm.nih.gov/traces/era5/ERR/ERR6160/ERR6160931,ERX5797383,unspecified,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2500,ERP130124,PRJEB45949,,742645,ERS7044596,SAMEA9310024,simple,562,Escherichia coli,SAMEA9310024,,,,,,,no,,,,,UNIVERSITY OF BRISTOL,ERA5096636,,public,64BAD13D31DC1132ADCD153800A4CC0C,9BA61C556DFBF214C3C234072B545FF2
ERR6160932,2021-07-03 09:04:03,2021-07-12 11:53:48,1395850,700716700,1395850,502,479,,https://sra-download.ncbi.nlm.nih.gov/traces/era5/ERR/ERR6160/ERR6160932,ERX5797384,unspecified,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2500,ERP130124,PRJEB45949,,742645,ERS7044596,SAMEA9310024,simple,562,Escherichia coli,SAMEA9310024,,,,,,,no,,,,,UNIVERSITY OF BRISTOL,ERA5096636,,public,28592D907CD30C8C38CC51FE1514656A,B1E34293E77709C0AAC2BD13375BCA84
ERR6160933,2021-07-03 09:04:03,2021-07-12 11:54:10,1270400,637740800,1270400,502,437,,https://sra-download.ncbi.nlm.nih.gov/traces/era5/ERR/ERR6160/ERR6160933,ERX5797385,unspecified,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2500,ERP130124,PRJEB45949,,742645,ERS7044596,SAMEA9310024,simple,562,Escherichia coli,SAMEA9310024,,,,,,,no,,,,,UNIVERSITY OF BRISTOL,ERA5096636,,public,D5E9C838F3E3F13DB73ACC9D093BB63B,660C73BB793C9C9C93861DD4450C0AFA
ERR6160934,2021-07-03 09:04:03,2021-07-12 11:52:08,656555,329590610,656555,502,227,,https://sra-download.ncbi.nlm.nih.gov/traces/era5/ERR/ERR6160/ERR6160934,ERX5797386,unspecified,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2500,ERP130124,PRJEB45949,,742645,ERS7044596,SAMEA9310024,simple,562,Escherichia coli,SAMEA9310024,,,,,,,no,,,,,UNIVERSITY OF BRISTOL,ERA5096636,,public,7E7447FD121E531A4EE53FF72C600C80,30401B7A1E5B77119A6275EAD95EBE7B
ERR6160935,2021-07-03 09:04:03,2021-07-12 11:53:54,1345670,675526340,1345670,502,463,,https://sra-download.ncbi.nlm.nih.gov/traces/era5/ERR/ERR6160/ERR6160935,ERX5797387,unspecified,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2500,ERP130124,PRJEB45949,,742645,ERS7044596,SAMEA9310024,simple,562,Escherichia coli,SAMEA9310024,,,,,,,no,,,,,UNIVERSITY OF BRISTOL,ERA5096636,,public,463592AFF9B9510459A72DFEE0CF36A6,3A612B0C0084D5CACAD9C1A08C7866D8
ERR6160936,2021-07-03 09:04:03,2021-07-12 11:53:52,1016645,510355790,1016645,502,349,,https://sra-download.ncbi.nlm.nih.gov/traces/era5/ERR/ERR6160/ERR6160936,ERX5797388,unspecified,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2500,ERP130124,PRJEB45949,,742645,ERS7044596,SAMEA9310024,simple,562,Escherichia coli,SAMEA9310024,,,,,,,no,,,,,UNIVERSITY OF BRISTOL,ERA5096636,,public,9D5B8B8365F58F7D716F3F7ECE4EA2E2,0786F891C1CB07943A1C4618ECBA3B08
ERR6160937,2021-07-03 09:04:03,2021-07-12 11:54:50,1189020,596888040,1189020,502,410,,https://sra-download.ncbi.nlm.nih.gov/traces/era5/ERR/ERR6160/ERR6160937,ERX5797389,unspecified,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2500,ERP130124,PRJEB45949,,742645,ERS7044596,SAMEA9310024,simple,562,Escherichia coli,SAMEA9310024,,,,,,,no,,,,,UNIVERSITY OF BRISTOL,ERA5096636,,public,E915011211CE120F71CAFF1E2C903F6D,5FB814D44EDED025088B7BB1359D961E
ERR6160938,2021-07-03 09:04:03,2021-07-12 11:53:10,1408055,706843610,1408055,502,478,,https://sra-download.ncbi.nlm.nih.gov/traces/era5/ERR/ERR6160/ERR6160938,ERX5797390,unspecified,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2500,ERP130124,PRJEB45949,,742645,ERS7044596,SAMEA9310024,simple,562,Escherichia coli,SAMEA9310024,,,,,,,no,,,,,UNIVERSITY OF BRISTOL,ERA5096636,,public,151FE112DA7F611DC5C9210BE7ABD1FB,E0B96B77E0992B22FA29EB0071208C73
ERR6160939,2021-07-03 09:04:03,2021-07-12 11:54:50,1703353,855083206,1703353,502,578,,https://sra-download.ncbi.nlm.nih.gov/traces/era5/ERR/ERR6160/ERR6160939,ERX5797391,unspecified,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2500,ERP130124,PRJEB45949,,742645,ERS7044596,SAMEA9310024,simple,562,Escherichia coli,SAMEA9310024,,,,,,,no,,,,,UNIVERSITY OF BRISTOL,ERA5096636,,public,ABD65BDA1F68FB467CF5666D88C9C2B5,30C7A7240CB7B9A0B48E4241F3DC9B03
ERR6160940,2021-07-03 09:04:03,2021-07-12 11:52:28,935981,469862462,935981,502,319,,https://sra-download.ncbi.nlm.nih.gov/traces/era5/ERR/ERR6160/ERR6160940,ERX5797392,unspecified,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2500,ERP130124,PRJEB45949,,742645,ERS7044596,SAMEA9310024,simple,562,Escherichia coli,SAMEA9310024,,,,,,,no,,,,,UNIVERSITY OF BRISTOL,ERA5096636,,public,F9DA14641CDBD5A8631BA2B939A241E3,BBB2B407740FA41774256616FB251275
ERR6160941,2021-07-03 09:04:03,2021-07-12 11:53:54,1394312,699944624,1394312,502,475,,https://sra-download.ncbi.nlm.nih.gov/traces/era5/ERR/ERR6160/ERR6160941,ERX5797393,unspecified,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2500,ERP130124,PRJEB45949,,742645,ERS7044596,SAMEA9310024,simple,562,Escherichia coli,SAMEA9310024,,,,,,,no,,,,,UNIVERSITY OF BRISTOL,ERA5096636,,public,9F298BDAF67FB3918B05C4F7B2F818D5,143EA5DED8D86B3955FC7160DAE65F94
ERR6160942,2021-07-03 09:04:03,2021-07-12 11:52:02,452494,227151988,452494,502,157,,https://sra-download.ncbi.nlm.nih.gov/traces/era5/ERR/ERR6160/ERR6160942,ERX5797394,unspecified,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2500,ERP130124,PRJEB45949,,742645,ERS7044596,SAMEA9310024,simple,562,Escherichia coli,SAMEA9310024,,,,,,,no,,,,,UNIVERSITY OF BRISTOL,ERA5096636,,public,5E4260E5021BA3AF00B11EB89E5BD9E8,79608965EE0DA7C17CCD04770356F56B
ERR6160943,2021-07-03 09:04:03,2021-07-12 11:54:29,1729139,868027778,1729139,502,586,,https://sra-download.ncbi.nlm.nih.gov/traces/era5/ERR/ERR6160/ERR6160943,ERX5797395,unspecified,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2500,ERP130124,PRJEB45949,,742645,ERS7044596,SAMEA9310024,simple,562,Escherichia coli,SAMEA9310024,,,,,,,no,,,,,UNIVERSITY OF BRISTOL,ERA5096636,,public,76962CD8EAA99030B9FFAFB7FCA35952,25A7ECA378B864DB91E916B2D5F06CBA
ERR6160944,2021-07-03 09:04:03,2021-07-12 11:54:10,1407214,706421428,1407214,502,482,,https://sra-download.ncbi.nlm.nih.gov/traces/era5/ERR/ERR6160/ERR6160944,ERX5797396,unspecified,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2500,ERP130124,PRJEB45949,,742645,ERS7044596,SAMEA9310024,simple,562,Escherichia coli,SAMEA9310024,,,,,,,no,,,,,UNIVERSITY OF BRISTOL,ERA5096636,,public,1756559AEF255B46C622A96224957A34,5C8B2144C4B627D47B8A503FA4BAF64F
ERR6160945,2021-07-03 09:04:03,2021-07-12 11:52:28,697258,350023516,697258,502,240,,https://sra-download.ncbi.nlm.nih.gov/traces/era5/ERR/ERR6160/ERR6160945,ERX5797397,unspecified,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2500,ERP130124,PRJEB45949,,742645,ERS7044596,SAMEA9310024,simple,562,Escherichia coli,SAMEA9310024,,,,,,,no,,,,,UNIVERSITY OF BRISTOL,ERA5096636,,public,24C5D4CFBA4CC69CDA3CE8E9522D0BA7,4CB5B00E73168DD915C464AE9C373244
ERR6160946,2021-07-03 09:04:03,2021-07-12 11:52:46,822875,413083250,822875,502,284,,https://sra-download.ncbi.nlm.nih.gov/traces/era5/ERR/ERR6160/ERR6160946,ERX5797398,unspecified,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2500,ERP130124,PRJEB45949,,742645,ERS7044596,SAMEA9310024,simple,562,Escherichia coli,SAMEA9310024,,,,,,,no,,,,,UNIVERSITY OF BRISTOL,ERA5096636,,public,546DDD9D60E9261D9E3882E4396DAE2D,F723C5C4B73E437EC9D2D12996104FA8
ERR6160947,2021-07-03 09:04:03,2021-07-12 11:54:06,1244581,624779662,1244581,502,434,,https://sra-download.ncbi.nlm.nih.gov/traces/era5/ERR/ERR6160/ERR6160947,ERX5797399,unspecified,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2500,ERP130124,PRJEB45949,,742645,ERS7044596,SAMEA9310024,simple,562,Escherichia coli,SAMEA9310024,,,,,,,no,,,,,UNIVERSITY OF BRISTOL,ERA5096636,,public,E028CD1C99BCA46A3740FDE93E15EEF7,B6B3D1B641D9DBA11BA377257572936A
ERR6160948,2021-07-03 09:04:03,2021-07-12 11:52:56,864966,434212932,864966,502,295,,https://sra-download.ncbi.nlm.nih.gov/traces/era5/ERR/ERR6160/ERR6160948,ERX5797400,unspecified,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2500,ERP130124,PRJEB45949,,742645,ERS7044596,SAMEA9310024,simple,562,Escherichia coli,SAMEA9310024,,,,,,,no,,,,,UNIVERSITY OF BRISTOL,ERA5096636,,public,8D9C78FC2FCDCDDF774B27835D4B1987,E942B38FB6D45F7EB700A4BED29A36C1
ERR6160949,2021-07-03 09:04:03,2021-07-12 11:53:15,679845,341282190,679845,502,235,,https://sra-download.ncbi.nlm.nih.gov/traces/era5/ERR/ERR6160/ERR6160949,ERX5797401,unspecified,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2500,ERP130124,PRJEB45949,,742645,ERS7044596,SAMEA9310024,simple,562,Escherichia coli,SAMEA9310024,,,,,,,no,,,,,UNIVERSITY OF BRISTOL,ERA5096636,,public,56E2E694AA4E8075B478133CD3D043B3,01F86C954A90A987DC35E4108D8EF069
ERR6160950,2021-07-03 09:04:03,2021-07-12 11:54:01,1058542,531388084,1058542,502,365,,https://sra-download.ncbi.nlm.nih.gov/traces/era5/ERR/ERR6160/ERR6160950,ERX5797402,unspecified,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2500,ERP130124,PRJEB45949,,742645,ERS7044596,SAMEA9310024,simple,562,Escherichia coli,SAMEA9310024,,,,,,,no,,,,,UNIVERSITY OF BRISTOL,ERA5096636,,public,1A749A34F1A2DD87D3BE48E944968F00,64AB38796B4183ABF577B8D7197D2CC9
ERR6160951,2021-07-03 09:04:03,2021-07-12 11:52:42,589945,296152390,589945,502,209,,https://sra-download.ncbi.nlm.nih.gov/traces/era5/ERR/ERR6160/ERR6160951,ERX5797403,unspecified,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2500,ERP130124,PRJEB45949,,742645,ERS7044596,SAMEA9310024,simple,562,Escherichia coli,SAMEA9310024,,,,,,,no,,,,,UNIVERSITY OF BRISTOL,ERA5096636,,public,2C2792F8973A3D525FDFDEC8C668BA3F,C474CACBA6B5F08205447E9523269FA9
ERR6160852,2021-07-03 09:04:01,2021-07-12 11:47:05,1085679,545010858,1085679,502,322,,https://sra-download.ncbi.nlm.nih.gov/traces/era5/ERR/ERR6160/ERR6160852,ERX5797304,unspecified,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2500,ERP130124,PRJEB45949,,742645,ERS7044598,SAMEA9310026,simple,562,Escherichia coli,SAMEA9310026,,,,,,,no,,,,,UNIVERSITY OF BRISTOL,ERA5096636,,public,1C43913ADE75E444B9B0548C2DE4C44E,A9856BDE4C8D4A0E1700E247758B4932
ERR6160853,2021-07-03 09:04:01,2021-07-12 11:48:10,922041,462864582,922041,502,276,,https://sra-download.ncbi.nlm.nih.gov/traces/era5/ERR/ERR6160/ERR6160853,ERX5797305,unspecified,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2500,ERP130124,PRJEB45949,,742645,ERS7044598,SAMEA9310026,simple,562,Escherichia coli,SAMEA9310026,,,,,,,no,,,,,UNIVERSITY OF BRISTOL,ERA5096636,,public,D2715D660AE2DC4B24AD5F2B5CB86CD3,BC642F314E56A5AC5D8421AABA6DA6C1
ERR6160854,2021-07-03 09:04:01,2021-07-12 11:45:17,396438,199011876,396438,502,120,,https://sra-download.ncbi.nlm.nih.gov/traces/era5/ERR/ERR6160/ERR6160854,ERX5797306,unspecified,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2500,ERP130124,PRJEB45949,,742645,ERS7044598,SAMEA9310026,simple,562,Escherichia coli,SAMEA9310026,,,,,,,no,,,,,UNIVERSITY OF BRISTOL,ERA5096636,,public,9B2F82DE145E9620F1B0A005679BAACC,C045A20D68702D205903AC8DB83906A0
ERR6160855,2021-07-03 09:04:01,2021-07-12 11:47:47,973206,488549412,973206,502,297,,https://sra-download.ncbi.nlm.nih.gov/traces/era5/ERR/ERR6160/ERR6160855,ERX5797307,unspecified,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2500,ERP130124,PRJEB45949,,742645,ERS7044598,SAMEA9310026,simple,562,Escherichia coli,SAMEA9310026,,,,,,,no,,,,,UNIVERSITY OF BRISTOL,ERA5096636,,public,36A79A27D55522A9F6EEDED556524945,F72581AC5BC8D5E1009B8734B09B5973
ERR6160856,2021-07-03 09:04:01,2021-07-12 11:51:09,2304788,1157003576,2304788,502,697,,https://sra-download.ncbi.nlm.nih.gov/traces/era5/ERR/ERR6160/ERR6160856,ERX5797308,unspecified,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2500,ERP130124,PRJEB45949,,742645,ERS7044598,SAMEA9310026,simple,562,Escherichia coli,SAMEA9310026,,,,,,,no,,,,,UNIVERSITY OF BRISTOL,ERA5096636,,public,56CF903F69A1825486E712BEFF25B2CA,CCE03BEDC27E98FE94F562C1C810F95D
